text,labels
24. A door is opened between rooms that hold v(0) = 30 people and w(0) = 10 people.,eigenvec_val
The movement between rooms is proportional to the difference v−w:,eigenvec_val
"Show that the total v+w is constant (40 people). Find the matrix in du/dt = Au, and",eigenvec_val
its eigenvalues and eigenvectors.,eigenvec_val
What are v and w at t = 1?,eigenvec_val
25. Reverse the diffusion of people in Problem 24 to du/dt = −Au:,eigenvec_val
The total v+w still remains constant. How are the λ’s changed now that A is changed,eigenvec_val
to −A? But show that v(t),eigenvec_val
grows to inﬁnity from v(0) = 30.,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
26. The solution to y′′ = 0 is a straight line y = C +Dt. Convert to a matrix equation:,eigenvec_val
This matrix A cannot be diagonalized. Find A2 and compute eAt = I +At + 1,eigenvec_val
"···. Multiply your eAt times (y(0),y′(0)) to check the straight line y(t) = y(0) +",eigenvec_val
27. Substitute y = eλt into y′′ = 6y′ − 9y to show that λ = 3 is a repeated root. This is,eigenvec_val
trouble; we need a second solution after e3t. The matrix equation is,eigenvec_val
"Show that this matrix has λ = 3,3 and only one line of eigenvectors. Trouble here",eigenvec_val
too. Show that the second solution is y = te3t.,eigenvec_val
28. Figure out how to write my′′ +by′ +ky = 0 as a vector equation Mu′ = Au.,eigenvec_val
29. (a) Find two familiar functions that solve the equation d2y/dt2 = −y. Which one,eigenvec_val
starts with y(0) = 1 and y′(0) = 0?,eigenvec_val
(b) This second-order equation y′′ = −y produces a vector equation u′ = Au:,eigenvec_val
"Put y(t) from part (a) into u(t) = (y,y′). This solves Problem 6 again.",eigenvec_val
"30. A particular solution to du/dt = Au−b is up = A−1b, if A is invertible. The solutions",eigenvec_val
to du/dt = Au give un. Find the complete solution up +un to,eigenvec_val
"31. If c is not an eigenvalue of A, substitute u = ectv and ﬁnd v to solve du/dt = Au −",eigenvec_val
ectb. This u = ectv is a particular solution. How does it break down when c is an,eigenvec_val
32. Find a matrix A to illustrate each of the unstable regions in Figure 5.2:,eigenvec_val
(a) λ1 < 0 and λ2 > 0.,eigenvec_val
(b) λ1 > 0 and λ2 > 0.,eigenvec_val
(c) Complex λ’s with real part a > 0.,eigenvec_val
Problems 33–41 are about the matrix exponential eAt.,eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
33. Write ﬁve terms of the inﬁnite series for eAt. Take the t derivative of each term. Show,eigenvec_val
that you have four terms of AeAt. Conclusion: eAtu(0) solves u′ = Au.,eigenvec_val
34. The matrix B =,eigenvec_val
has B2 = 0. Find eBt from a (short) inﬁnite series. Check that,eigenvec_val
the derivative of eBt is BeBt.,eigenvec_val
"35. Starting from u(0), the solution at time T is eATu(0). Go an additional time t to reach",eigenvec_val
eAt(eATu(0)). This solution at time t + T can also be written as,eigenvec_val
eAt times eAT equals,eigenvec_val
36. Write A =,eigenvec_val
in the form SΛS−1. Find eAt from SeΛtS−1.,eigenvec_val
"37. If A2 = A, show that the inﬁnite series produces eAt = I +(et −1)A. For A =",eigenvec_val
"Problem 36, this gives eAt =",eigenvec_val
38. Generally eAeB is different from eBeA. They are both different from eA+B. Check this,eigenvec_val
using Problems 36–37 and 34:,eigenvec_val
39. Write A =,eigenvec_val
as SΛS−1. Multiply SeΛtS−1 to ﬁnd the matrix exponential eAt.,eigenvec_val
Check eAt = I when t = 0.,eigenvec_val
40. Put A =,eigenvec_val
into the inﬁnite series to ﬁnd eAt. First compute A2:,eigenvec_val
41. Give two reasons why the matrix exponential eAt is never singular:,eigenvec_val
(a) Write its inverse.,eigenvec_val
(b) Write its eigenvalues. If Ax = λx then eAtx =,eigenvec_val
"42. Find a solution x(t), y(t) of the ﬁrst system that gets large as t → ∞. To avoid this",eigenvec_val
instability a scientist thought of exchanging the two equations!,eigenvec_val
= −2x + 2y,eigenvec_val
is stable. It has λ < 0. Comment on this craziness.,eigenvec_val
"43. From this general solution to du/dt = Au, ﬁnd the matrix A:",eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
It is no longer possible to work only with real vectors and real matrices In the ﬁrst half of,eigenvec_val
"this book, when the basic problem was Ax−b, the solution was real when A and b were",eigenvec_val
real. Complex numbers could have been permitted. but would have contributed nothing,eigenvec_val
"new. Now we cannot avoid them. A real matrix has real coefﬁcients in det(A−λI), but",eigenvec_val
the eigenvalues (as in rotations) may be complex.,eigenvec_val
We now introduce the space Cn of vectors with n complex components. Addition and,eigenvec_val
matrix multiplication follow the same rules as before. Length is computed differently.,eigenvec_val
"The old way, the vector in C2 with components (1,i) would have zero length: 12+i2 = 0,",eigenvec_val
not good. The correct length squared is 12 +|i|2 = 2.,eigenvec_val
This change to ∥x∥2 = |x1|2 +···+|xn|2 forces a whole series of other changes. The,eigenvec_val
"inner product, the transpose, the deﬁnitions of symmetric and orthogonal matrices, all",eigenvec_val
need to be modiﬁed for complex numbers. The new deﬁnitions coincide with the old,eigenvec_val
when the vectors and matrices are real. We have listed these changes in a table at the,eigenvec_val
end of the section. and we explain them as we go.,eigenvec_val
That table virtually amounts to a dictionary for translating real into complex. We,eigenvec_val
hope it will be useful to the reader. We particularly want to ﬁnd out about symmetric,eigenvec_val
"matrices and Hermitian matrices: Where are their eigenvalues, and what is special",eigenvec_val
"about their eigenvectors? For practical purposes, those are the most important questions",eigenvec_val
in the theory of eigenvalues. We call attention in advance to the answers:,eigenvec_val
1. Every symmetric matrix (and Hermitian matrix) has real eigenvalues.,eigenvec_val
2. Its eigenvectors can be chosen to be orthonormal.,eigenvec_val
"Strangely, to prove that the eigenvalues are real we begin with the opposite possibility—",eigenvec_val
"and that takes us to complex numbers, complex vectors, and complex matrices.",eigenvec_val
Complex Numbers and Their Conjugates,eigenvec_val
Probably the reader has already met complex numbers; a review is easy to give. The,eigenvec_val
important ideas are the complex conjugate ¯x and the absolute value |x|. Everyone knows,eigenvec_val
"that whatever i is, it satisﬁes the equation i2 = −1. It is a pure imaginary number, and",eigenvec_val
"so are its multiples ib; b is real. The sum a+ib is a complex number, and it is plotted in",eigenvec_val
a natural way on the complex plane (Figure 5.4).,eigenvec_val
The real numbers a and the imaginary numbers ib are special cases of complex num-,eigenvec_val
bers; they lie on the axes. Two complex numbers are easy to add:,eigenvec_val
a + ib = reiθ,eigenvec_val
a − ib = a + ib = re−iθ,eigenvec_val
r = |a + ib|,eigenvec_val
r2 = a2 + b2,eigenvec_val
"Figure 5.4: The complex plane, with a+ib = reiθ and its conjugate a−ib = re−iθ.",eigenvec_val
Multiplying a+ib times c+id uses the rule that i2 = −1:,eigenvec_val
(a+ib)(c+id) = ac+ibc+iad +i2bd,eigenvec_val
The complex conjugate of a + ib is the number a − ib. The sign of the imaginary,eigenvec_val
part is reversed. It is the mirror image across the real axis; any real number is its own,eigenvec_val
"conjugate, since b = 0. The conjugate is denoted by a bar or a star: (a+ib)∗ = a+ib =",eigenvec_val
a−ib. It has three important properties:,eigenvec_val
1. The conjugate of a product equals the product of the conjugates:,eigenvec_val
(a+ib)(c+id) = (ac−bd)−i(bc+ad) = (a+ib)(c+id).,eigenvec_val
2. The conjugate of a sum equals the sum of the conjugates:,eigenvec_val
(a+c)+i(b+d) = (a+c)−i(b+d) = (a+ib)+(c+id).,eigenvec_val
3. Multiplying any a+ib by its conjugate a−ib produces a real number a2 +b2:,eigenvec_val
(a+ib)(a−ib) = a2 +b2 = r2.,eigenvec_val
This distance r is the absolute value |a+ib| =,eigenvec_val
"Finally, trigonometry connects the sides a and b to the hypotenuse r by a = rcosθ",eigenvec_val
and b = rsinθ. Combining these two equations moves us into polar coordinates:,eigenvec_val
a+ib = r(cosθ +isinθ) = reiθ.,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
The most important special case is when r = 1. Then a + ib is eiθ = cosθ + isinθ. It,eigenvec_val
"falls on the unit circle in the complex plane. As θ varies from 0 to 2π, this number eiθ",eigenvec_val
circles around zero at the constant radial distance |eiθ| =,eigenvec_val
cos2 θ +sin2θ = 1.,eigenvec_val
Example 1. x = 3+4i times its conjugate x = 3−4i is the absolute value squared:,eigenvec_val
xx = (3+4i)(3−4i) = 25 = |x|2,eigenvec_val
r = |x| = 5.,eigenvec_val
"To divide by 3+4i, multiply numerator and denominator by its conjugate 3−4i:",eigenvec_val
"In polar coordinates, multiplication and division are easy:",eigenvec_val
reiθ times Reiα has absolute value rR and angle θ +α.,eigenvec_val
reiθ divided by Reiα has absolute value r/R and angle θ −α.,eigenvec_val
Lengths and Transposes in the Complex Case,eigenvec_val
"We return to linear algebra, and make the conversion from real to complex. By deﬁnition,",eigenvec_val
the complex vector space Cn contains all vectors x with n complex components:,eigenvec_val
x j = a j +ibj.,eigenvec_val
Vectors x and y are still added component by component. Scalar multiplication cx is,eigenvec_val
"now done with complex numbers c. The vectors v1,...,vk are linearly dependent if",eigenvec_val
some nontrivial combination gives c1v1 + ... + ckvk = 0; the c j may now be complex.,eigenvec_val
The unit coordinate vectors are still in Cn; they are still independent; and they still form,eigenvec_val
a basis. Therefore Cn is a complex vector space of dimension n.,eigenvec_val
"In the new deﬁnition of length, each x2",eigenvec_val
j is replaced by its modulus |x j|2:,eigenvec_val
∥x∥2 = |x1|2 +···+|xn|2.,eigenvec_val
Example 2. x =,eigenvec_val
For real vectors there was a close connection between the length and the inner product:,eigenvec_val
∥x∥2 = xTx. This connection we want to preserve. The inner product must be modiﬁed,eigenvec_val
"to match the new deﬁnition of length, and we conjugate the ﬁrst vector in the inner",eigenvec_val
"product. Replacing x by x, the inner product becomes",eigenvec_val
xTy = x1y1 +···+xnyn.,eigenvec_val
"If we take the inner product of x = (1+3i,3i) with itself, we are back to ∥x∥2:",eigenvec_val
xTx = (1+i)(1+i)+(3i)(3i) = 2+9,eigenvec_val
Note that yTx is different from xTy; we have to watch the order of the vectors.,eigenvec_val
"This leaves only one more change in notation, condensing two symbols into one.",eigenvec_val
"Instead of a bar for the conjugate and a T for the transpose, those are combined into the",eigenvec_val
"conjugate transpose. For vectors and matrices, a superscript H (or a star) combines both",eigenvec_val
operations. This matrix AT = AH = A∗ is called “A Hermitian”:,eigenvec_val
(AH)i j = A ji.,eigenvec_val
"You have to listen closely to distinguish that name from the phrase “A is Hermitian,”",eigenvec_val
"which means that A equals AH. If A is an m by n matrix, then AH is n by m:",eigenvec_val
"This symbol AH gives ofﬁcial recognition to the fact that, with complex entries, it is",eigenvec_val
very seldom that we want only the transpose of A. It is the conjugate transpose AH that,eigenvec_val
"becomes appropriate, and xH is the row vector [x1 ··· xn].",eigenvec_val
1. The inner product of x and y is xHy. Orthogonal vectors have xHy = 0.,eigenvec_val
2. The squared length of x is ∥x∥2 = xHx = |x1|2 +···+|xn|2.,eigenvec_val
3. Conjugating (AB)T = BTAT produces (AB)H = BHAH.,eigenvec_val
"We spoke in earlier chapters about symmetric matrices: A = AT. With complex entries,",eigenvec_val
this idea of symmetry has to be extended. The right generalization is not to matrices that,eigenvec_val
"equal their transpose, but to matrices that equal their conjugate transpose. These are",eigenvec_val
"the Hermitian matrices, and a typical example is A:",eigenvec_val
The diagonal entries must be real; they are unchanged by conjugation. Each off-diagonal,eigenvec_val
"entry is matched with its mirror image across the main diagonal, and 3−3i is the conju-",eigenvec_val
"gate of 3+3i. In every case, aij = a ji.",eigenvec_val
Our main goal is to establish three basic properties of Hermitian matrices. These,eigenvec_val
